lambda_amb,Accuracy_mean,Accuracy_se,Length_mean
0.0,0.9690620002531091,0.0001433463468872658,1.0359363315270538
0.3,0.9647815782510151,0.00011964522249523703,1.0535579102382677
0.6,0.9594202648442803,0.0001556015775095328,1.080048090751159
